X...target.gene_info.symbol	association_score.overall	association_score.datatypes.genetic_association	association_score.datatypes.somatic_mutation	association_score.datatypes.known_drug	association_score.datatypes.affected_pathway	association_score.datatypes.rna_expression	association_score.datatypes.literature	association_score.datatypes.animal_model	target.gene_info.name	known_drug_binary
APBA1	0.0535177750008698	0	0	0	0	0	0.0535177750008698	0	amyloid beta precursor protein binding family A member 1	0
CFH	0.0535037465736428	0.00346259348569292	0	0	0	0	0.0526380982022196	0	complement factor H	0
LIF	0.0534279818594104	0	0	0	0	0	0.0534279818594104	0	LIF, interleukin 6 family cytokine	0
FN1	0.0534138558331199	0	0	0	0	0	0.0534138558331199	0	fibronectin 1	0
KCNN4	0.0534122222222222	0	0	0	0	0	0.0534122222222222	0	potassium calcium-activated channel subfamily N member 4	0
TRH	0.0534012221947583	0	0	0	0	0	0.0534012221947583	0	thyrotropin releasing hormone	0
APCS	0.0533668664621981	0	0	0	0	0	0.0533668664621981	0	amyloid P component, serum	0
CHGA	0.0533340594423966	0	0	0	0	0	0.0533340594423966	0	chromogranin A	0
MAPK3	0.0532615904766566	0	0	0	0	0	0.0532615904766566	0	mitogen-activated protein kinase 3	0
SPP1	0.0532438436004031	0	0	0	0	0	0.0532438436004031	0	secreted phosphoprotein 1	0
RPSA	0.0531103883219955	0	0	0	0	0	0.0531103883219955	0	ribosomal protein SA	0
CYP3A4	0.053089433106576	0	0	0	0	0	0.053089433106576	0	cytochrome P450 family 3 subfamily A member 4	0
CAT	0.0530884041734925	0	0	0	0	0	0.0530884041734925	0	catalase	0
CEBPZ	0.0530846832086834	0	0	0	0	0	0.0530846832086834	0	CCAAT/enhancer binding protein zeta	0
CDK1	0.0529525963718821	0	0	0	0	0	0.0529525963718821	0	cyclin dependent kinase 1	0
LPL	0.0529415822037938	0	0	0	0	0	0.0529415822037938	0	lipoprotein lipase	0
CX3CR1	0.0529091179985793	0	0	0	0	0	0.0529091179985793	0	C-X3-C motif chemokine receptor 1	0
CDKN1A	0.0528512439089441	0	0	0	0	0	0.0528512439089441	0	cyclin dependent kinase inhibitor 1A	0
IGF2	0.0527966247165533	0	0	0	0	0	0.0527966247165533	0	insulin like growth factor 2	0
CALR	0.0526805555555556	0	0	0	0	0	0.0526805555555556	0	calreticulin	0
STH	0.0526763312143933	0	0	0	0	0	0.0526763312143933	0	saitohin	0
FYN	0.0526555555555556	0	0	0	0	0	0.0526555555555556	0	FYN proto-oncogene, Src family tyrosine kinase	0
RORA	0.0526451872290914	0.0449451872290914	0	0	0	0	0.0308	0	RAR related orphan receptor A	0
SLC1A2	0.0525653690991429	0	0	0	0	0	0.0525653690991429	0	solute carrier family 1 member 2	0
KIAA1217	0.0525114444444445	0	0	0	0	0	0.0525114444444445	0	KIAA1217	0
DBH	0.0524425663895188	0	0	0	0	0	0.0524425663895188	0	dopamine beta-hydroxylase	0
HPGDS	0.052373882989428	0	0	0	0	0	0.052373882989428	0	hematopoietic prostaglandin D synthase	0
HDAC2	0.0521722993197279	0	0	0	0	0	0.0521722993197279	0	histone deacetylase 2	0
TXN	0.0521377342253706	0	0	0	0	0	0.0521377342253706	0	thioredoxin	0
TYROBP	0.0520893093348451	0	0	0	0	0	0.0520893093348451	0	TYRO protein tyrosine kinase binding protein	0
PAOX	0.052055410430839	0	0	0	0	0	0.052055410430839	0	polyamine oxidase	0
FAS	0.0520442222222222	0	0	0	0	0	0.0520442222222222	0	Fas cell surface death receptor	0
SLC30A3	0.0520273303099017	0	0	0	0	0	0.0520273303099017	0	solute carrier family 30 member 3	0
ECE1	0.0519870789371763	0	0	0	0	0	0.0519870789371763	0	endothelin converting enzyme 1	0
CXCR2	0.051924485260771	0	0	0	0	0	0.051924485260771	0	C-X-C motif chemokine receptor 2	0
RNF5	0.0519178888888889	0	0	0	0	0	0.0519178888888889	0	ring finger protein 5	0
IL33	0.0519045541323619	0.00289036795298016	0	0	0	0	0.0511819621441169	0	interleukin 33	0
CD34	0.0518768707482993	0	0	0	0	0	0.0518768707482993	0	CD34 molecule	0
CIB1	0.0518385555555555	0	0	0	0	0	0.0518385555555555	0	calcium and integrin binding 1	0
PARP1	0.0517956728829747	0	0	0	0	0	0.0517956728829747	0	poly(ADP-ribose) polymerase 1	0
PLXNA4	0.0517944444444444	0	0	0	0	0	0.0517944444444444	0	plexin A4	0
ATP7B	0.0517678837934614	0	0	0	0	0	0.0517678837934614	0	ATPase copper transporting beta	0
CCL17	0.0516	0	0	0	0	0	0.0516	0	C-C motif chemokine ligand 17	0
BLMH	0.0515725910309027	0	0	0	0	0	0.0515725910309027	0	bleomycin hydrolase	0
ABCA2	0.0515476230816827	0	0	0	0	0	0.0515476230816827	0	ATP binding cassette subfamily A member 2	0
NCAM1	0.0514233066341288	0	0	0	0	0	0.0514233066341288	0	neural cell adhesion molecule 1	0
GBA	0.0512906666666667	0	0	0	0	0	0.0512906666666667	0	glucosylceramidase beta	0
VIP	0.0512776173049053	0	0	0	0	0	0.0512776173049053	0	vasoactive intestinal peptide	0
GSAP	0.051165589569161	0	0	0	0	0	0.051165589569161	0	gamma-secretase activating protein	0
ROCK2	0.0511253333333333	0	0	0	0	0	0.0511253333333333	0	Rho associated coiled-coil containing protein kinase 2	0
CD59	0.0510792222222222	0	0	0	0	0	0.0510792222222222	0	CD59 molecule (CD59 blood group)	0
PI3	0.050992956173256	0	0	0	0	0	0.050992956173256	0	peptidase inhibitor 3	0
XPR1	0.0509704621609	0	0	0	0	0	0.0509704621609	0	xenotropic and polytropic retrovirus receptor 1	0
ALG1	0.0508811749941176	0	0	0	0	0	0.0508811749941176	0	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase	0
SHBG	0.0508015026137483	0	0	0	0	0	0.0508015026137483	0	sex hormone binding globulin	0
CCK	0.0507504019274376	0	0	0	0	0	0.0507504019274376	0	cholecystokinin	0
CCR5	0.0507094654824893	0	0	0	0	0	0.0507094654824893	0	C-C motif chemokine receptor 5 (gene/pseudogene)	0
ALDH4A1	0.0506705715283653	0.0506705715283653	0	0	0	0	0	0	aldehyde dehydrogenase 4 family member A1	0
PPARD	0.0506016948379903	0	0	0	0	0	0.0506016948379903	0	peroxisome proliferator activated receptor delta	0
NOTCH4	0.0505701944712002	0.00228077788480082	0	0	0	0	0.05	0	notch 4	0
TTBK1	0.0505554534517511	0	0	0	0	0	0.0505554534517511	0	tau tubulin kinase 1	0
CXCR3	0.0505	0	0	0	0	0	0.0505	0	C-X-C motif chemokine receptor 3	0
OGG1	0.050493641723356	0	0	0	0	0	0.050493641723356	0	8-oxoguanine DNA glycosylase	0
SLC18A3	0.0504433441173225	0	0	0	0	0	0.0504433441173225	0	solute carrier family 18 member A3	0
CXCL10	0.0504413837238599	0	0	0	0	0	0.0504413837238599	0	C-X-C motif chemokine ligand 10	0
MAMLD1	0.0504067139532257	0	0	0	0	0	0.0504067139532257	0	mastermind like domain containing 1	0
RAB6A	0.050394270671201	0	0	0	0	0.0102104160181371	0.0478416666666667	0	RAB6A, member RAS oncogene family	0
CEBPD	0.0503217755102041	0	0	0	0	0	0.0503217755102041	0	CCAAT/enhancer binding protein delta	0
SOD1	0.0502285630581937	0	0	0	0	0	0.0502285630581937	0	superoxide dismutase 1	0
CD3D	0.0502277777777778	0	0	0	0	0	0.0502277777777778	0	CD3d molecule	0
CSF1	0.0502137794467037	0	0	0	0	0	0.0502137794467037	0	colony stimulating factor 1	0
TFCP2	0.050079854258416	0	0	0	0	0	0.050079854258416	0	transcription factor CP2	0
M6PR	0.05	0	0	0	0	0	0.05	0	mannose-6-phosphate receptor, cation dependent	0
CASP1	0.049931784643487	0	0	0	0	0	0.049931784643487	0	caspase 1	0
BRCA1	0.0499282222222222	0	0	0	0	0	0.0499282222222222	0	BRCA1, DNA repair associated	0
STMN1	0.0498753333333333	0	0	0	0	0	0.0498753333333333	0	stathmin 1	0
SLC4A1AP	0.0498355930312504	0.0498355930312504	0	0	0	0	0	0	solute carrier family 4 member 1 adaptor protein	0
NME8	0.049747	0	0	0	0	0	0.049747	0	NME/NM23 family member 8	0
PLA2G4A	0.0497260685941043	0	0	0	0	0	0.0497260685941043	0	phospholipase A2 group IVA	0
ITIH4	0.049576	0	0	0	0	0	0.049576	0	inter-alpha-trypsin inhibitor heavy chain family member 4	0
GPHN	0.0495373103651449	0	0	0	0	0.0077492414605796	0.0476	0	gephyrin	0
VCP	0.0495206022297808	0	0	0	0	0	0.0495206022297808	0	valosin containing protein	0
TRPC4AP	0.0495	0	0	0	0	0	0.0495	0	transient receptor potential cation channel subfamily C member 4 associated protein	0
TNFRSF21	0.0494782063492064	0	0	0	0	0	0.0494782063492064	0	TNF receptor superfamily member 21	0
EXOC3L2	0.0494435442176871	0	0	0	0	0	0.0494435442176871	0	exocyst complex component 3 like 2	0
SLC18A2	0.0494343333333333	0	0	0	0	0	0.0494343333333333	0	solute carrier family 18 member A2	0
DNMBP	0.0494292562358277	0	0	0	0	0	0.0494292562358277	0	dynamin binding protein	0
PLD1	0.0493638888888889	0	0	0	0	0	0.0493638888888889	0	phospholipase D1	0
PINK1	0.0493415658226253	0	0	0	0	0	0.0493415658226253	0	PTEN induced putative kinase 1	0
DKK1	0.0493167653763985	0	0	0	0	0	0.0493167653763985	0	dickkopf WNT signaling pathway inhibitor 1	0
AGTR2	0.0493097777777778	0	0	0	0	0	0.0493097777777778	0	angiotensin II receptor type 2	0
SORCS1	0.0492810997732426	0	0	0	0	0	0.0492810997732426	0	sortilin related VPS10 domain containing receptor 1	0
GAP43	0.049276	0	0	0	0	0	0.049276	0	growth associated protein 43	0
ATM	0.0492444444444445	0	0	0	0	0	0.0492444444444445	0	ATM serine/threonine kinase	0
KAT5	0.0492282074829932	0	0	0	0	0	0.0492282074829932	0	lysine acetyltransferase 5	0
SYN1	0.0491997664399093	0	0	0	0	0	0.0491997664399093	0	synapsin I	0
GSTM3	0.0491555555555556	0	0	0	0	0	0.0491555555555556	0	glutathione S-transferase mu 3	0
GGA3	0.0491555555555556	0	0	0	0	0	0.0491555555555556	0	golgi associated, gamma adaptin ear containing, ARF binding protein 3	0
SAA1	0.0491297685815067	0	0	0	0	0	0.0491297685815067	0	serum amyloid A1	0
SUMO1	0.0490871111111111	0	0	0	0	0	0.0490871111111111	0	small ubiquitin-like modifier 1	0
APOC3	0.0490753333333333	0	0	0	0	0	0.0490753333333333	0	apolipoprotein C3	0
HSPA5	0.0490483588073105	0	0	0	0	0	0.0490483588073105	0	heat shock protein family A (Hsp70) member 5	0
DNM1L	0.0490387942235881	0	0	0	0	0.00779541977669062	0.0470899392794155	0	dynamin 1 like	0
CTNNA3	0.0490323333333333	0	0	0	0	0	0.0490323333333333	0	catenin alpha 3	0
APOA1	0.0489743809785869	0	0	0	0	0	0.0489743809785869	0	apolipoprotein A1	0
SCD	0.048969179179496	0	0	0	0	0.00859302888729633	0.046820921957672	0	stearoyl-CoA desaturase	0
UMOD	0.0489444444444445	0	0	0	0	0	0.0489444444444445	0	uromodulin	0
PDE5A	0.0488289527297298	0	0	0	0	0	0.0488289527297298	0	phosphodiesterase 5A	0
HS3ST2	0.0488	0	0	0	0	0	0.0488	0	heparan sulfate-glucosamine 3-sulfotransferase 2	0
FOS	0.0487926666666667	0	0	0	0	0	0.0487926666666667	0	Fos proto-oncogene, AP-1 transcription factor subunit	0
LIPC	0.0487635960300688	0.0149654952313864	0	0	0	0	0.0450222222222222	0	lipase C, hepatic type	0
F2	0.0487555555555556	0	0	0	0	0	0.0487555555555556	0	coagulation factor II, thrombin	0
F2RL3	0.0486	0	0	0	0	0	0.0486	0	F2R like thrombin or trypsin receptor 3	0
SDR9C7	0.0485514251236066	0.0485514251236066	0	0	0	0	0	0	short chain dehydrogenase/reductase family 9C member 7	0
CCDC85C	0.0485514251236066	0.0485514251236066	0	0	0	0	0	0	coiled-coil domain containing 85C	0
NES	0.0485444444444444	0	0	0	0	0	0.0485444444444444	0	nestin	0
MBP	0.048512110010092	0	0	0	0	0	0.048512110010092	0	myelin basic protein	0
DPP4	0.0485065555555556	0	0	0	0	0	0.0485065555555556	0	dipeptidyl peptidase 4	0
DLX4	0.0484371111111111	0	0	0	0	0	0.0484371111111111	0	distal-less homeobox 4	0
CDH2	0.0484194263038549	0	0	0	0	0	0.0484194263038549	0	cadherin 2	0
CYBB	0.048408410430839	0	0	0	0	0	0.048408410430839	0	cytochrome b-245 beta chain	0
FGFR1	0.0484037777777778	0	0	0	0	0	0.0484037777777778	0	fibroblast growth factor receptor 1	0
ENG	0.0484	0	0	0	0	0	0.0484	0	endoglin	0
CYP17A1	0.0483222222222222	0	0	0	0	0	0.0483222222222222	0	cytochrome P450 family 17 subfamily A member 1	0
TPI1	0.0482152993197279	0	0	0	0	0	0.0482152993197279	0	triosephosphate isomerase 1	0
SLC11A2	0.0481892222222222	0	0	0	0	0	0.0481892222222222	0	solute carrier family 11 member 2	0
PDC	0.0481044928205655	0	0	0	0	0	0.0481044928205655	0	phosducin	0
AR	0.048025433106576	0	0	0	0	0	0.048025433106576	0	androgen receptor	0
MAP2K6	0.048	0	0	0	0	0	0.048	0	mitogen-activated protein kinase kinase 6	0
MEOX2	0.048	0	0	0	0	0	0.048	0	mesenchyme homeobox 2	0
MAG	0.0479777777777778	0	0	0	0	0	0.0479777777777778	0	myelin associated glycoprotein	0
CNP	0.0478722222222222	0	0	0	0	0	0.0478722222222222	0	2',3'-cyclic nucleotide 3' phosphodiesterase	0
MMP24	0.0478111111111111	0	0	0	0	0	0.0478111111111111	0	matrix metallopeptidase 24	0
PRL	0.0477805555640971	0	0	0	0	0	0.0477805555640971	0	prolactin	0
INPP5D	0.0477791111111111	0	0	0	0	0	0.0477791111111111	0	inositol polyphosphate-5-phosphatase D	0
ABAT	0.0477447127008746	0	0	0	0	0.00738596191460964	0.0458982222222222	0	4-aminobutyrate aminotransferase	0
GJA1	0.0476817839594634	0.00321602472674253	0	0	0	0	0.0468777777777778	0	gap junction protein alpha 1	0
PREP	0.0476565555555556	0	0	0	0	0	0.0476565555555556	0	prolyl endopeptidase	0
NTN1	0.0476222222222222	0	0	0	0	0	0.0476222222222222	0	netrin 1	0
HSPA9	0.0476028117913832	0	0	0	0	0	0.0476028117913832	0	heat shock protein family A (Hsp70) member 9	0
GPR39	0.0476	0	0	0	0	0	0.0476	0	G protein-coupled receptor 39	0
MAPK8	0.0476	0	0	0	0	0	0.0476	0	mitogen-activated protein kinase 8	0
CDK4	0.0476	0	0	0	0	0	0.0476	0	cyclin dependent kinase 4	0
FLOT1	0.0475888888888889	0	0	0	0	0	0.0475888888888889	0	flotillin 1	0
CRYZ	0.0475871111111111	0	0	0	0	0	0.0475871111111111	0	crystallin zeta	0
KALRN	0.0475675150068894	0	0	0	0	0.0072020214788049	0.0457670096371882	0	kalirin RhoGEF kinase	0
SLC44A5	0.0475636036561884	0.0475636036561884	0	0	0	0	0	0	solute carrier family 44 member 5	0
BCL2A1	0.0475416666666667	0	0	0	0	0	0.0475416666666667	0	BCL2 related protein A1	0
CCR1	0.0474444444444444	0	0	0	0	0	0.0474444444444444	0	C-C motif chemokine receptor 1	0
CCR2	0.0474126552071989	0	0	0	0	0	0.0474126552071989	0	C-C motif chemokine receptor 2	0
AVP	0.0473812960443437	0	0	0	0	0	0.0473812960443437	0	arginine vasopressin	0
ANXA6	0.0472990997732426	0	0	0	0	0	0.0472990997732426	0	annexin A6	0
PITRM1	0.0472732222222222	0	0	0	0	0	0.0472732222222222	0	pitrilysin metallopeptidase 1	0
S100A9	0.0472050052280171	0	0	0	0	0	0.0472050052280171	0	S100 calcium binding protein A9	0
STK24	0.0472031860625007	0.0472031860625007	0	0	0	0	0	0	serine/threonine kinase 24	0
C4B	0.0472	0	0	0	0	0	0.0472	0	complement C4B (Chido blood group)	0
TFPI	0.0471642222222222	0	0	0	0	0	0.0471642222222222	0	tissue factor pathway inhibitor	0
IDO1	0.0471175929705215	0	0	0	0	0	0.0471175929705215	0	indoleamine 2,3-dioxygenase 1	0
NARS2	0.047051244990625	0.047051244990625	0	0	0	0	0	0	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	0
NPC1	0.0470470272108844	0	0	0	0	0	0.0470470272108844	0	NPC intracellular cholesterol transporter 1	0
ADCYAP1	0.0469666666666667	0	0	0	0	0	0.0469666666666667	0	adenylate cyclase activating polypeptide 1	0
POMC	0.0469537777777778	0	0	0	0	0	0.0469537777777778	0	proopiomelanocortin	0
TIAF1	0.0469444444444445	0	0	0	0	0	0.0469444444444445	0	TGFB1-induced anti-apoptotic factor 1	0
SLC8A3	0.0469	0	0	0	0	0	0.0469	0	solute carrier family 8 member A3	0
FYB1	0.0467586666666667	0	0	0	0	0	0.0467586666666667	0	FYN binding protein 1	0
HTT	0.0466921986135057	0	0	0	0	0	0.0466921986135057	0	huntingtin	0
NEFM	0.0466516816957135	0	0	0	0	0.0122936746286588	0.0435782630385488	0	neurofilament medium	0
GOT2	0.0466275555555556	0	0	0	0	0	0.0466275555555556	0	glutamic-oxaloacetic transaminase 2	0
INA	0.0466222222222222	0	0	0	0	0	0.0466222222222222	0	internexin neuronal intermediate filament protein alpha	0
PTN	0.0466115615027389	0	0	0	0	0.00902402378873328	0.0443555555555556	0	pleiotrophin	0
OTC	0.0465926666666667	0	0	0	0	0	0.0465926666666667	0	ornithine carbamoyltransferase	0
GPR3	0.0465	0	0	0	0	0	0.0465	0	G protein-coupled receptor 3	0
NRG3	0.0465	0	0	0	0	0	0.0465	0	neuregulin 3	0
CASR	0.0464999472789116	0	0	0	0	0	0.0464999472789116	0	calcium sensing receptor	0
APEH	0.0464692108843538	0	0	0	0	0	0.0464692108843538	0	acylaminoacyl-peptide hydrolase	0
ARNTL	0.0464111111111111	0	0	0	0	0	0.0464111111111111	0	aryl hydrocarbon receptor nuclear translocator like	0
RGS4	0.0464072202902235	0	0	0	0	0.0120288811608938	0.0434	0	regulator of G protein signaling 4	0
ADCY8	0.0463782178952865	0.0463782178952865	0	0	0	0	0	0	adenylate cyclase 8	0
CDC42EP3	0.0463782178952865	0.0463782178952865	0	0	0	0	0	0	CDC42 effector protein 3	0
HP	0.0463525207092614	0	0	0	0	0	0.0463525207092614	0	haptoglobin	0
MMEL1	0.0463222222222222	0	0	0	0	0	0.0463222222222222	0	membrane metalloendopeptidase like 1	0
VPS35	0.046283	0	0	0	0	0	0.046283	0	VPS35, retromer complex component	0
SLC33A1	0.0462672108843537	0	0	0	0	0	0.0462672108843537	0	solute carrier family 33 member 1	0
PLP1	0.0462	0	0	0	0	0	0.0462	0	proteolipid protein 1	0
CNTF	0.0461785882366884	0	0	0	0	0	0.0461785882366884	0	ciliary neurotrophic factor	0
CALCA	0.0461643219954649	0	0	0	0	0	0.0461643219954649	0	calcitonin related polypeptide alpha	0
KLF2	0.0461	0	0	0	0	0	0.0461	0	Kruppel like factor 2	0
THOP1	0.0460127777777778	0	0	0	0	0	0.0460127777777778	0	thimet oligopeptidase 1	0
PRMT5	0.046	0	0	0	0	0	0.046	0	protein arginine methyltransferase 5	0
PCSK1N	0.046	0	0	0	0	0	0.046	0	proprotein convertase subtilisin/kexin type 1 inhibitor	0
NFE2L2	0.0459039201310154	0	0	0	0	0	0.0459039201310154	0	nuclear factor, erythroid 2 like 2	0
VWF	0.0458194444444444	0	0	0	0	0	0.0458194444444444	0	von Willebrand factor	0
CCL3	0.0458033756114016	0	0	0	0	0	0.0458033756114016	0	C-C motif chemokine ligand 3	0
AQP1	0.0457725555555556	0	0	0	0	0	0.0457725555555556	0	aquaporin 1 (Colton blood group)	0
GLO1	0.0457	0	0	0	0	0	0.0457	0	glyoxalase I	0
ECD	0.0456871111111111	0	0	0	0	0	0.0456871111111111	0	ecdysoneless cell cycle regulator	0
CTSS	0.0456676666666667	0	0	0	0	0	0.0456676666666667	0	cathepsin S	0
POLN	0.0456633266991452	0.0456633266991452	0	0	0	0	0	0	DNA polymerase nu	0
NEFH	0.0456558449426089	0	0	0	0	0.0100504523327937	0.0431432318594104	0	neurofilament heavy	0
PLAT	0.0456485289616704	0	0	0	0	0	0.0456485289616704	0	plasminogen activator, tissue type	0
SLC30A6	0.0456444444444444	0	0	0	0	0	0.0456444444444444	0	solute carrier family 30 member 6	0
SELENOP	0.0455777777777778	0	0	0	0	0	0.0455777777777778	0	selenoprotein P	0
CCR3	0.0455	0	0	0	0	0	0.0455	0	C-C motif chemokine receptor 3	0
TBP	0.0454777777777778	0	0	0	0	0	0.0454777777777778	0	TATA-box binding protein	0
TLR9	0.0454535555555556	0	0	0	0	0	0.0454535555555556	0	toll like receptor 9	0
HSF1	0.0454169195011338	0	0	0	0	0	0.0454169195011338	0	heat shock transcription factor 1	0
ETS2	0.0454	0	0	0	0	0	0.0454	0	ETS proto-oncogene 2, transcription factor	0
S100A1	0.0453333333333333	0	0	0	0	0	0.0453333333333333	0	S100 calcium binding protein A1	0
CRHR1	0.045268198289029	0.00307101537833839	0	0	0	0	0.0445004444444444	0	corticotropin releasing hormone receptor 1	0
PADI2	0.0452672108843537	0	0	0	0	0	0.0452672108843537	0	peptidyl arginine deiminase 2	0
TFAM	0.0452661519274376	0	0	0	0	0	0.0452661519274376	0	transcription factor A, mitochondrial	0
PLIN2	0.0452444444444444	0	0	0	0	0	0.0452444444444444	0	perilipin 2	0
LRP8	0.0451	0	0	0	0	0	0.0451	0	LDL receptor related protein 8	0
AIFM1	0.0449888888888889	0	0	0	0	0	0.0449888888888889	0	apoptosis inducing factor mitochondria associated 1	0
FPR2	0.0449248185492117	0	0	0	0	0	0.0449248185492117	0	formyl peptide receptor 2	0
SIRT2	0.044895574452003	0	0	0	0	0	0.044895574452003	0	sirtuin 2	0
PTGES	0.0448111111111111	0	0	0	0	0	0.0448111111111111	0	prostaglandin E synthase	0
SCARB1	0.0448	0	0	0	0	0	0.0448	0	scavenger receptor class B member 1	0
SLC17A7	0.044794	0	0	0	0	0	0.044794	0	solute carrier family 17 member 7	0
XBP1	0.0447375476190476	0	0	0	0	0	0.0447375476190476	0	X-box binding protein 1	0
TNC	0.0447111111111111	0	0	0	0	0	0.0447111111111111	0	tenascin C	0
PZP	0.0447	0	0	0	0	0	0.0447	0	PZP, alpha-2-macroglobulin like	0
TP73	0.0446	0	0	0	0	0	0.0446	0	tumor protein p73	0
CTF1	0.0444	0	0	0	0	0	0.0444	0	cardiotrophin 1	0
USF1	0.0443888888888889	0	0	0	0	0	0.0443888888888889	0	upstream transcription factor 1	0
TGM2	0.0443563778486652	0	0	0	0	0	0.0443563778486652	0	transglutaminase 2	0
STUB1	0.0443	0	0	0	0	0	0.0443	0	STIP1 homology and U-box containing protein 1	0
TRPC6	0.0442	0	0	0	0	0	0.0442	0	transient receptor potential cation channel subfamily C member 6	0
TMEFF2	0.0442	0	0	0	0	0	0.0442	0	transmembrane protein with EGF like and two follistatin like domains 2	0
TNFSF10	0.0442	0	0	0	0	0	0.0442	0	TNF superfamily member 10	0
RGS2	0.0442	0	0	0	0	0	0.0442	0	regulator of G protein signaling 2	0
ACSM3	0.0441982222222222	0	0	0	0	0	0.0441982222222222	0	acyl-CoA synthetase medium chain family member 3	0
SELE	0.0441888888888889	0	0	0	0	0	0.0441888888888889	0	selectin E	0
PAK2	0.0441836140235832	0.0441836140235832	0	0	0	0	0	0	p21 (RAC1) activated kinase 2	0
KITLG	0.0441777777777778	0	0	0	0	0	0.0441777777777778	0	KIT ligand	0
SREBF2	0.0441777777777778	0	0	0	0	0	0.0441777777777778	0	sterol regulatory element binding transcription factor 2	0
ANXA5	0.0441185442176871	0	0	0	0	0	0.0441185442176871	0	annexin A5	0
P2RY1	0.0440444444444444	0	0	0	0	0	0.0440444444444444	0	purinergic receptor P2Y1	0
CREM	0.044	0	0	0	0	0	0.044	0	cAMP responsive element modulator	0
PPP1R10	0.044	0	0	0	0	0	0.044	0	protein phosphatase 1 regulatory subunit 10	0
APEX1	0.0439743219954649	0	0	0	0	0	0.0439743219954649	0	apurinic/apyrimidinic endodeoxyribonuclease 1	0
PRND	0.0438944444444444	0	0	0	0	0	0.0438944444444444	0	prion like protein doppel	0
MAPK1	0.0438619039057489	0.0146907267341068	0	0	0	0	0.0401892222222222	0	mitogen-activated protein kinase 1	0
CRAT	0.0438	0	0	0	0	0	0.0438	0	carnitine O-acetyltransferase	0
AOC3	0.0437416666666667	0	0	0	0	0	0.0437416666666667	0	amine oxidase, copper containing 3	0
CASP8	0.0436594444444444	0	0	0	0	0	0.0436594444444444	0	caspase 8	0
CDK9	0.0435726666666667	0	0	0	0	0	0.0435726666666667	0	cyclin dependent kinase 9	0
IL1RN	0.0435614444444445	0	0	0	0	0	0.0435614444444445	0	interleukin 1 receptor antagonist	0
KLC1	0.043554126984127	0	0	0	0	0	0.043554126984127	0	kinesin light chain 1	0
DOCK2	0.0435399931403012	0.00233775033898252	0	0	0	0	0.0429555555555556	0	dedicator of cytokinesis 2	0
HSPB1	0.0435166666666667	0	0	0	0	0	0.0435166666666667	0	heat shock protein family B (small) member 1	0
PKNOX2	0.04342227537082	0.04342227537082	0	0	0	0	0	0	PBX/knotted 1 homeobox 2	0
CFTR	0.0434	0	0	0	0	0	0.0434	0	cystic fibrosis transmembrane conductance regulator	0
ANG	0.0434	0	0	0	0	0	0.0434	0	angiogenin	0
